geoid,name,households,working_age_hh,mhi,wahi,ratio,share_65plus_pct,share_under25_pct,reliable,flag,gap_anchored_mhi,gap_anchored_wahi,gap_anchored_ami
3958422,Olmsted Falls city,3823,2344,96837,119160,1.2457,34.2,4.4,0,0,76,30,66
48489,Willacy County,5691,3656,54180,66230,1.2455,33.3,2.4,0,0,44,76,180
3710500,Carolina Beach town,3073,2100,94398,113441,1.2455,30.0,1.6,0,0,15,3,4
22077,Pointe Coupee Parish,8335,5082,65961,82620,1.2453,35.5,3.6,0,0,103,91,41
27029,Clearwater County,3339,2107,64475,82540,1.2453,34.3,2.6,1,0,59,67,42
1782075,Wilmette village,10287,6397,190662,240633,1.2452,37.5,0.3,0,0,65,139,-3
42057,Fulton County,6339,4052,65836,82593,1.2452,33.3,2.7,1,0,211,231,202
3773140,Whispering Pines village,1797,1343,126450,158638,1.2452,23.4,1.8,0,0,-30,9,-36
1328968,Fayetteville city,7671,5058,82188,104488,1.2452,32.0,2.0,0,0,-213,-106,-108
18125,Pike County,5021,3129,71334,87957,1.2451,33.5,4.2,1,0,109,75,57
0665084,San Clemente city,24350,15952,140062,174127,1.2451,32.6,1.8,1,0,-238,371,371
1749854,Mokena village,7374,5115,123889,154653,1.245,30.0,0.6,1,0,47,62,47
20185,Stafford County,1579,987,64226,78882,1.2449,34.7,2.8,1,0,23,44,47
20163,Rooks County,2136,1290,62500,82303,1.2448,37.0,2.6,1,0,126,88,78
3422860,Fanwood borough,2835,1940,195529,237521,1.2447,29.7,1.8,0,0,-19,19,10
3674166,Tonawanda city,7085,4633,58326,71943,1.2447,32.9,1.7,0,0,62,23,33
3654837,Oneida city,4619,3012,61597,76945,1.2446,32.9,1.9,1,0,186,209,83
1773391,Sugar Grove village,3454,2192,121207,151418,1.2446,36.0,0.6,0,0,2,3,2
55067,Langlade County,8881,5375,55878,70848,1.2445,36.3,3.2,1,0,101,203,163
29195,Saline County,8053,5213,57931,72930,1.2445,30.6,4.7,1,0,208,331,259
4836104,Iowa Park city,2808,1853,66622,85147,1.2445,32.0,2.0,0,0,49,38,32
1253150,Ormond Beach city,19638,10182,69177,86766,1.2444,46.3,1.9,0,0,-57,71,21
01067,Henry County,7062,4246,59931,74613,1.2444,38.3,1.6,1,0,132,183,141
48467,Van Zandt County,22682,14381,69475,84864,1.2444,33.9,2.7,1,0,247,500,490
50005,Caledonia County,13091,8169,69970,88206,1.2443,33.4,4.2,1,0,287,245,162
72145,Vega Baja Municipio,21587,13256,24244,30281,1.2443,37.7,0.9,1,0,33,60,114
42111,Somerset County,29344,17799,61446,76776,1.2442,36.7,2.7,1,0,546,636,593
4745500,Manchester city,4840,3098,57500,71392,1.244,29.8,6.2,0,0,341,385,368
3903086,Aurora city,6957,4430,127886,161326,1.244,36.0,0.3,0,0,22,72,-37
17073,Henry County,20272,13004,71911,89446,1.2437,33.2,2.6,1,0,709,631,485
2123932,Edgewood city,3318,1947,119028,148145,1.2437,40.8,0.5,0,0,21,11,35
38035,Grand Forks County,31295,19381,68075,86439,1.2437,22.2,15.8,1,0,1363,1479,986
3403250,Barrington borough,3471,2350,87290,110426,1.2436,30.0,2.2,0,0,136,109,92
2038900,Lawrence city,41129,24548,65009,81063,1.2436,20.3,20.0,1,0,1125,2012,1010
51169,Scott County,9127,5307,46349,57604,1.2436,40.1,1.7,1,0,207,195,214
2755726,Rosemount city,9924,7233,129625,163027,1.2435,24.3,2.8,1,0,21,106,27
31159,Seward County,6788,4362,82444,100202,1.2435,27.6,8.1,1,0,275,141,98
3629542,Goshen village,2344,1373,104643,129981,1.2435,40.8,0.6,0,0,37,37,34
06103,Tehama County,24788,15642,63784,80142,1.2434,33.3,3.6,1,0,-122,343,490
0523290,Fayetteville city,41025,27654,62695,78576,1.2434,15.3,17.2,1,0,978,1655,1297
3931304,Grandview Heights city,4035,3216,117672,140212,1.2433,14.2,6.1,0,0,139,144,164
27137,St. Louis County,87115,53501,70069,87678,1.2433,31.2,7.4,1,0,1182,870,609
18121,Parke County,6147,3732,68485,84161,1.2432,36.1,3.2,1,0,78,78,77
06027,Inyo County,8040,4755,73991,91633,1.2432,38.4,2.4,1,0,128,134,147
27009,Benton County,16719,12134,74410,92432,1.2432,20.3,7.2,1,0,801,545,359
06035,Lassen County,9247,5731,67403,84279,1.2432,35.7,2.3,1,0,61,261,242
5570650,St. Francis city,5197,3311,57368,72297,1.2432,34.1,2.2,0,0,-34,276,72
4669300,Watertown city,10394,6447,69600,87028,1.2431,29.1,8.9,1,0,528,380,246
2539835,Medford city,24339,17510,129540,162297,1.2431,23.0,5.0,1,0,-232,766,1024
4221872,East Stroudsburg borough,3044,1937,59821,74237,1.2429,35.5,0.8,0,0,-95,-111,-11
48023,Baylor County,1530,877,45370,56284,1.2429,37.3,5.4,0,0,6,-10,54
1906355,Bettendorf city,16384,11119,100495,125344,1.2428,30.0,2.2,1,0,246,146,239
19079,Hamilton County,6434,3877,72432,89769,1.2427,33.8,5.9,1,0,286,221,182
1807174,Brazil city,3319,2172,52055,67241,1.2427,30.9,3.7,0,0,73,40,59
55107,Rusk County,6355,3738,59944,74488,1.2426,38.2,3.0,1,0,193,212,109
2688380,Woodhaven city,5289,3385,78648,98032,1.2426,34.2,1.8,0,0,118,100,101
2838320,Kosciusko city,2453,1711,40085,49866,1.2425,26.4,3.8,0,0,-187,-8,153
46102,Oglala Lakota County,2923,2175,41417,50325,1.2424,25.4,0.2,0,0,56,218,267
21173,Montgomery County,11005,7481,56396,70635,1.2424,27.9,4.1,1,0,388,397,443
31171,Thomas County,304,155,65000,79464,1.2422,43.4,5.6,0,0,17,35,36
16087,Washington County,4202,2262,54000,66169,1.2421,45.6,0.6,1,0,63,144,102
21223,Trimble County,3382,2285,66027,85238,1.2421,31.8,0.6,1,0,103,294,291
18077,Jefferson County,12790,8246,64577,81652,1.2421,32.0,3.5,1,0,554,521,489
19087,Henry County,7644,4683,67436,84338,1.2419,33.9,4.8,1,0,131,137,107
1773170,Streator city,5479,3216,57609,70598,1.2419,34.4,6.9,1,0,196,291,178
19003,Adams County,1540,951,71875,87421,1.2419,35.4,2.9,0,0,65,61,43
55121,Trempealeau County,12533,8201,76313,94373,1.2419,29.0,5.6,1,0,448,354,348
29175,Randolph County,9247,6197,53033,66611,1.2419,28.2,4.8,1,0,61,150,213
1782686,Winthrop Harbor village,2865,1934,95690,111932,1.2419,29.0,3.5,0,0,35,12,-5
3948790,Medina city,10911,7561,77385,96244,1.2418,27.1,3.6,1,0,89,122,169
3428710,Hackettstown town,3841,2683,93083,118295,1.2418,27.6,2.6,1,0,21,87,89
0631708,Half Moon Bay city,4068,2468,157884,202244,1.2418,37.9,1.5,0,0,36,69,87
3406610,Boonton town,3518,2509,114302,136192,1.2418,23.8,4.9,0,0,-27,15,0
1216725,Deerfield Beach city,36441,23036,59730,74121,1.2416,34.8,2.0,1,0,-836,-2020,-231
08027,Custer County,2672,1457,72674,89904,1.2415,42.5,3.0,1,0,18,33,41
4745320,Madisonville city,2227,1320,39878,49540,1.2415,38.9,1.8,0,0,46,18,64
27047,Freeborn County,12846,7938,71023,87051,1.2415,35.5,2.7,1,0,94,141,161
2769970,White Bear Lake city,10563,6744,83554,104514,1.2414,31.9,4.3,1,0,-287,18,86
1811062,Cedar Lake town,5500,4110,83381,106772,1.2413,25.0,0.3,0,0,-22,25,22
3602066,Amsterdam city,7679,5077,56178,69669,1.2413,29.7,4.2,0,0,5,316,520
42119,Union County,14546,8815,76404,95371,1.2413,37.0,2.4,1,0,456,264,227
42061,Huntingdon County,16341,10022,65557,81472,1.2413,36.7,2.0,1,0,325,403,355
3452950,Northfield city,3257,2181,111599,138381,1.2412,33.0,0.0,0,0,28,24,32
3675583,Tuckahoe village,3005,2157,104375,131506,1.2412,28.2,0.0,0,0,-35,-28,48
39067,Harrison County,5948,3663,54414,67047,1.2412,36.5,1.9,1,0,115,183,234
4231328,Greenville borough,2282,1358,52661,64730,1.2411,34.7,5.8,0,0,76,102,68
29041,Chariton County,2681,1600,71520,86992,1.2411,37.6,2.7,1,0,78,73,72
3144245,Scottsbluff city,6223,3744,56359,69802,1.2409,32.0,7.8,1,0,121,263,178
42073,Lawrence County,36121,22677,61931,76486,1.2408,35.1,2.1,1,0,620,1010,773
41061,Union County,10900,6226,65661,81364,1.2408,33.8,9.1,1,0,225,315,299
48159,Franklin County,3897,2419,72360,88685,1.2408,36.3,1.6,1,0,91,141,145
2878200,Waveland city,3223,2161,68693,80896,1.2407,30.1,2.8,0,0,27,79,79
1903160,Asbury city,2129,1580,124957,155000,1.2407,24.6,1.2,1,0,-1,6,21
48325,Medina County,17804,11925,78074,97076,1.2404,31.0,2.0,1,0,300,200,192
13289,Twiggs County,2888,1739,56324,70312,1.2404,39.4,0.4,1,0,59,58,46
2705068,Bemidji city,6636,3675,55405,70299,1.2404,26.7,17.9,1,0,-29,518,237
46035,Davison County,8899,5405,66208,80710,1.2403,31.3,7.9,1,0,302,459,311
20011,Bourbon County,5840,3393,59238,73629,1.2403,33.0,8.9,0,0,146,130,102
2526150,Gloucester city,13444,7696,83883,105695,1.2403,40.3,2.4,0,0,-201,-83,271
42105,Potter County,6992,4210,59020,73736,1.2402,37.2,2.6,1,0,194,214,175
55043,Grant County,19960,12437,66858,83550,1.2402,29.2,8.5,1,0,583,688,468
5575325,Sparta city,4274,3045,64973,78802,1.2402,24.4,4.3,1,0,330,342,213
2717612,East Grand Forks city,3445,2535,77549,96956,1.2401,21.2,5.2,1,0,118,109,75
3714340,Conover city,3275,2015,65972,80660,1.24,31.2,7.2,0,0,64,83,91
5504625,Baraboo city,6108,3968,69750,88353,1.2399,29.5,5.6,0,0,252,278,178
0612552,Cerritos city,16065,9524,135439,169231,1.2399,40.4,0.3,1,0,-127,368,313
29089,Howard County,3585,2287,65938,80484,1.2399,32.6,3.7,1,0,78,51,40
48419,Shelby County,9366,6175,49776,61607,1.2398,30.0,4.1,1,0,153,443,373
0641474,Lincoln city,20078,11415,111990,140436,1.2397,42.5,0.7,1,0,-196,-91,-220
51035,Carroll County,12576,7205,54484,67768,1.2397,39.3,3.4,1,0,247,328,317
29163,Pike County,6424,3996,54989,70145,1.2396,33.5,4.3,0,0,154,154,189
3728080,Greenville city,40783,25159,49748,61692,1.2395,17.1,21.2,1,0,-268,1152,1950
5557100,New Richmond city,4369,3152,88157,108109,1.2395,25.0,2.9,1,0,184,130,104
0528510,Greenbrier city,2419,1774,57214,68906,1.2395,19.8,6.9,1,0,-15,69,25
21229,Washington County,4852,3339,61616,76732,1.2395,29.9,1.2,1,0,59,89,86
0630798,Grass Valley city,6769,3480,51764,66620,1.2394,45.5,3.1,0,0,-238,-270,-223
3976778,Tiffin city,7548,4612,56198,67809,1.2394,31.3,7.6,1,0,229,382,403
1636370,Hayden city,6169,3629,82958,108895,1.2394,38.0,3.2,1,0,-60,83,111
5663900,Rawlins city,3446,2380,64773,80114,1.2394,25.4,5.5,0,0,164,132,73
2651900,Marquette city,8903,4698,55613,70856,1.2394,26.7,20.6,0,0,-89,266,177
4810156,Brenham city,7659,4500,65112,78373,1.2393,32.6,8.7,0,0,311,568,406
3746000,Nashville town,2438,1658,61000,76259,1.2393,32.0,0.0,1,0,190,299,314
0638562,Kingsburg city,4413,2868,76913,95347,1.2392,33.6,1.4,0,0,45,61,60
3928826,Fremont city,6763,4408,47024,58746,1.2392,27.1,7.7,0,0,258,404,273
1782400,Winfield village,4019,2665,135795,167899,1.2392,33.7,0.0,1,0,0,20,-8
38073,Ransom County,2337,1440,75736,94890,1.2392,30.0,8.3,1,0,80,60,43
0473420,Thatcher town,1876,1232,82917,97791,1.2391,28.3,6.1,0,0,17,9,15
53069,Wahkiakum County,2100,1018,62653,77679,1.2391,49.5,2.0,0,0,8,-6,4
2960752,Raymore city,9322,6442,104447,127983,1.239,26.7,4.2,1,0,7,-63,-46
20155,Reno County,25592,15673,60645,75323,1.239,33.5,5.2,1,0,1098,1194,972
4879972,Wolfforth city,2203,1705,106250,132779,1.2389,17.2,5.4,0,0,-38,25,-54
4103050,Ashland city,10536,5289,68028,82761,1.2389,41.3,8.5,1,0,-411,-155,-68
21055,Crittenden County,3543,2262,46656,58315,1.2389,33.5,2.7,0,0,140,108,150
01127,Walker County,25388,16112,56509,69664,1.2389,33.4,3.1,1,0,395,623,743
1745031,Loves Park city,10302,6698,61868,78253,1.2388,30.1,4.9,1,0,432,662,486
55137,Waushara County,10586,6272,67107,83548,1.2387,39.1,1.7,1,0,237,245,174
72153,Yauco Municipio,13217,7467,24255,30257,1.2387,42.3,1.2,1,0,74,217,238
2811100,Canton city,4811,3253,38337,47052,1.2387,24.5,7.8,0,0,-133,-329,246
30087,Rosebud County,3070,2008,49914,61901,1.2387,32.1,2.5,0,0,153,68,90
1816804,Danville town,4521,3224,97083,118936,1.2386,26.5,2.2,1,0,-39,37,7
13071,Colquitt County,16803,11289,49341,61284,1.2386,29.6,3.2,1,0,368,229,478
4847916,Mexia city,2598,1801,42222,53080,1.2385,26.6,4.1,0,0,-107,-22,39
3576200,Taos town,3138,1758,47304,60429,1.2384,39.8,4.2,0,0,29,-31,91
18159,Tipton County,6266,3948,76156,94231,1.2384,33.2,3.8,0,0,246,221,242
4715400,Cleveland city,18829,11789,58559,72406,1.2383,30.9,6.4,1,0,17,527,894
53073,Whatcom County,94021,59918,81784,101732,1.2383,29.3,7.0,1,0,-1337,365,-118
3977588,Troy city,11243,7672,68830,85816,1.2383,27.8,3.9,1,0,501,403,252
3932592,Grove City city,17483,11995,93161,115496,1.2381,28.6,2.8,1,0,504,361,405
2445750,La Plata town,3941,2766,121208,150000,1.238,29.8,0.0,0,0,21,54,32
0177256,Tuscaloosa city,42257,25656,51464,63684,1.2379,23.7,15.6,1,0,-1855,938,865
2232930,Harahan city,4278,2629,79516,101172,1.2379,35.1,3.5,0,0,122,16,46
1753377,Norridge village,5767,3888,87807,108824,1.2379,31.7,0.8,0,0,19,36,24
45011,Barnwell County,8116,5304,46626,57795,1.2378,31.8,2.9,0,0,53,124,191
0603820,Banning city,11624,6318,61764,76594,1.2377,44.2,1.5,0,0,-192,-261,-83
0884440,Wheat Ridge city,15030,10318,90564,114328,1.2376,29.8,1.6,1,0,75,189,258
3206500,Boulder City city,6574,3605,74757,92570,1.2376,43.6,1.6,1,0,-53,-43,-10
2808820,Brookhaven city,4640,3150,36685,45645,1.2374,29.8,2.3,0,0,-45,-132,-3
3953102,Mount Vernon city,7100,4211,53845,67806,1.2374,33.5,7.2,0,0,75,258,293
28085,Lincoln County,13158,8713,51119,64259,1.2373,30.5,3.3,0,0,7,-36,84
2323200,Ellsworth city,3731,2415,77375,93426,1.2372,29.6,5.7,1,0,-15,-31,-24
5528875,Germantown village,8601,5967,100231,124118,1.2372,29.3,1.3,1,0,54,-9,32
1868670,Sellersburg town,4278,2674,72179,90751,1.2371,32.0,5.5,0,0,42,96,105
0610345,Campbell city,16923,12526,145268,180764,1.2371,24.4,1.6,1,0,79,575,563
21177,Muhlenberg County,12123,7853,51927,67202,1.2369,32.6,2.6,1,0,370,347,330
1373256,Statesboro city,12545,7095,44737,55226,1.2369,14.4,29.1,0,0,-123,368,642
5553750,Monroe city,5157,3151,69334,84214,1.2368,35.1,3.8,1,0,246,274,149
1258575,Port Orange city,28226,16907,74426,92327,1.2368,37.0,3.1,1,0,-653,-36,226
13101,Echols County,1145,792,59489,73816,1.2368,23.5,7.3,0,0,13,24,42
49019,Grand County,4554,2955,67106,86644,1.2368,30.0,5.1,0,0,76,134,88
30015,Chouteau County,2159,1281,58218,72790,1.2367,38.9,1.8,0,0,158,157,71
48425,Somervell County,3713,2275,79825,103750,1.2366,34.0,4.7,0,0,-3,9,-11
48093,Comanche County,5355,3120,59635,74099,1.2366,39.4,2.4,1,0,81,119,111
2760016,Shorewood city,2975,2097,171063,209190,1.2365,29.5,0.0,0,0,19,22,-1
1686140,Weiser city,2290,1326,45292,56124,1.2365,41.2,0.9,0,0,-96,47,74
29101,Johnson County,21087,13555,67272,83105,1.2365,21.2,14.6,1,0,780,823,601
1762367,Quincy city,17620,11315,56480,70631,1.2364,30.6,5.2,1,0,358,678,577
2730644,Hutchinson city,6487,3972,72836,90709,1.2364,30.8,7.9,1,0,314,265,162
4954990,North Logan city,3932,2611,89891,113313,1.2364,21.3,12.3,1,0,-113,58,74
1817074,Decatur city,4389,2724,58646,71152,1.2363,30.8,7.1,0,0,-77,74,173
26077,Kalamazoo County,107110,69095,72532,89640,1.2363,25.2,10.3,1,0,2286,2264,2001
55097,Portage County,29679,18324,76070,94446,1.2363,28.4,9.9,1,0,1515,1033,746
3460090,Pompton Lakes borough,4248,3024,124454,153700,1.2362,27.2,1.6,1,0,58,141,91
31143,Polk County,2114,1353,69768,87500,1.2361,32.5,3.5,1,0,56,76,63
20025,Clark County,788,455,63043,78918,1.2361,37.4,4.8,0,0,47,40,26
05071,Johnson County,10316,6900,45995,56639,1.236,27.9,5.2,1,0,353,299,221
0177304,Tuskegee city,3132,1744,38000,47750,1.236,30.4,13.9,0,0,-48,-19,230
18109,Morgan County,28279,19368,79429,100135,1.2359,29.1,2.4,1,0,543,216,148
38059,Morton County,13946,9171,79382,98366,1.2357,26.7,7.5,1,0,536,279,185
5307380,Bothell city,19448,14616,140427,174652,1.2356,22.0,2.8,1,0,71,760,234
1925860,Estherville city,2547,1568,54124,67619,1.2355,33.8,4.7,1,0,107,125,0
27119,Polk County,12360,8379,73107,90505,1.2355,28.6,3.6,1,0,227,280,203
1268135,Southwest Ranches town,2146,1333,161051,205117,1.2353,37.9,0.0,0,0,6,8,-46
5173712,South Boston town,2974,1798,44052,53830,1.2352,36.4,3.1,0,0,33,31,100
17035,Cumberland County,4177,2735,73327,90875,1.2352,32.8,1.8,1,0,63,59,49
3925396,Englewood city,5695,3607,80030,97278,1.2351,35.3,1.4,1,0,128,111,104
06113,Yolo County,76693,49888,91752,112537,1.2351,23.0,12.0,1,0,-3187,-2856,-1365
21085,Grayson County,10129,6601,50757,63185,1.2351,33.0,1.8,1,0,205,250,232
2154084,Mount Sterling city,3071,2088,55827,69793,1.235,25.5,6.5,0,0,108,101,129
16085,Valley County,4318,2242,76078,93880,1.235,47.6,0.5,1,0,164,123,89
20207,Woodson County,1254,772,50326,62143,1.235,37.5,1.0,0,0,20,10,4
45009,Bamberg County,4644,2607,44370,54756,1.2349,41.1,2.7,0,0,48,151,182
1779150,Waterloo city,4491,2784,98711,122166,1.2349,31.3,6.7,1,0,85,29,49
3959416,Painesville city,8348,6069,51516,63880,1.2348,20.3,7.0,0,0,-358,-105,353
16069,Nez Perce County,17270,10906,72599,88986,1.2348,32.5,4.4,1,0,477,564,494
1805860,Bloomington city,34514,19263,50465,62417,1.2348,17.7,26.5,1,0,-2600,-1572,220
2717000,Duluth city,37447,23084,68807,84868,1.2347,26.3,12.0,1,0,336,294,165
12101,Pasco County,236163,153429,70492,87571,1.2347,33.7,1.3,1,0,-1737,-745,62
27165,Watonwan County,4227,2689,71699,88938,1.2346,33.9,2.5,1,0,165,91,50
0636084,Huron city,1912,1674,52500,66176,1.2346,9.3,3.2,0,0,-100,-42,210
1319616,Cordele city,4194,2613,33800,42405,1.2346,28.9,8.8,0,0,-266,-74,141
27121,Pope County,4958,2972,76220,95789,1.2346,37.1,2.9,1,0,9,8,15
55041,Forest County,4006,2464,61071,75918,1.2346,36.1,2.4,1,0,135,114,49
55133,Waukesha County,168658,111231,106076,131610,1.2346,31.5,2.5,1,0,2148,1498,2007
5176000,Strasburg town,3006,2039,62464,79089,1.2345,28.9,3.3,0,0,36,103,91
1720591,Downers Grove village,20662,13816,115114,142519,1.2345,32.3,0.8,1,0,21,153,-14
22059,LaSalle Parish,5049,3435,68497,78944,1.2343,28.3,3.7,1,0,-23,-9,-8
1719161,DeKalb city,16388,10102,46481,57970,1.2343,18.0,20.3,1,0,-1900,-771,278
37077,Granville County,22474,15272,71111,87710,1.2342,30.2,1.8,1,0,778,645,643
21037,Campbell County,39232,26739,77567,95593,1.2342,26.8,5.0,1,0,832,689,570
2949196,Monett city,3499,2025,49390,60887,1.2341,31.6,10.6,1,0,0,107,217
13315,Wilcox County,2614,1623,54138,67784,1.2341,36.7,1.2,1,0,70,83,91
3663264,Rockville Centre village,9913,6650,151938,185874,1.2341,31.7,1.2,1,0,39,80,54
29059,Dallas County,6768,4253,53464,65361,1.2341,32.4,4.7,0,0,146,155,166
42067,Juniata County,9025,5819,66318,82845,1.234,32.7,2.8,1,0,365,303,263
5578375,Summit village,1940,1299,140682,167525,1.234,33.0,0.0,1,0,7,13,
48407,San Jacinto County,10881,6679,65364,79823,1.234,35.0,3.7,0,0,150,168,160
55063,La Crosse County,51497,32578,73013,90206,1.234,26.7,10.1,1,0,2319,1862,1262
51083,Halifax County,13613,8073,52013,64691,1.2339,39.1,1.6,1,0,0,135,359
12045,Gulf County,5944,3343,61179,76601,1.2339,38.1,5.7,0,0,-142,-18,23
2116372,Cold Spring city,2996,1805,75000,92540,1.2339,38.0,1.8,0,0,-5,52,36
26151,Sanilac County,17516,10782,58863,72697,1.2338,35.1,3.4,1,0,291,379,398
3461680,Ramsey borough,5455,4003,160996,193554,1.2338,26.6,0.0,0,0,-1,68,-67
5567625,Richland Center city,2411,1464,51932,63631,1.2338,34.1,5.1,0,0,101,76,69
35037,Quay County,4389,2489,41946,53920,1.2337,35.4,7.9,0,0,-87,-28,93
50019,Orleans County,12072,7371,70103,86901,1.2337,35.3,3.7,1,0,336,267,153
48161,Freestone County,7090,4376,59960,73970,1.2337,36.0,2.3,1,0,159,213,208
41027,Hood River County,8939,6076,88947,112128,1.2337,31.1,0.9,1,0,134,-36,-64
1214250,Coral Gables city,19210,12776,134216,169240,1.2336,30.7,2.8,1,0,-125,199,-102
2842280,Louisville city,2552,1517,36985,46161,1.2335,34.8,5.8,0,0,-12,66,77
2724308,Golden Valley city,9623,6343,108772,132687,1.2335,30.8,3.3,1,0,-58,-54,-60
4123800,Estacada city,1869,1350,94435,121751,1.2334,23.5,4.2,0,0,-9,21,
54033,Harrison County,26353,16976,60377,74865,1.2334,32.9,2.7,1,0,536,766,671
42093,Montour County,7862,5281,76976,93919,1.2334,30.0,2.8,1,0,206,318,345
3463360,River Edge borough,4503,3325,159028,194870,1.2334,25.7,0.5,0,0,123,158,84
4816240,Commerce city,3106,2397,44386,54598,1.2334,14.6,8.3,0,0,-81,101,38
36053,Madison County,26252,16627,75499,93173,1.2333,34.4,2.3,1,0,588,368,306
4165250,Sandy city,4499,3350,108984,134375,1.2333,22.3,3.2,0,0,-117,-95,-129
21005,Anderson County,9653,6542,74488,91823,1.2332,27.8,4.4,1,0,326,321,289
50009,Essex County,2823,1606,59294,73079,1.2332,39.1,4.0,0,0,0,50,40
20117,Marshall County,4176,2561,68419,83658,1.2332,35.4,3.3,1,0,115,110,101
4163650,Roseburg city,9857,5991,53918,67784,1.2331,33.5,5.7,0,0,-87,406,432
0646842,Menifee city,36557,24616,93454,117416,1.2331,31.6,1.1,1,0,-746,-776,-690
38039,Griggs County,992,553,61711,76720,1.2331,41.4,2.8,0,0,29,30,11
18047,Franklin County,9211,5973,78074,94823,1.233,33.4,1.8,1,0,380,351,326
13011,Banks County,6856,4731,77063,95399,1.233,28.5,2.5,1,0,159,143,159
39103,Medina County,73086,49362,94968,116553,1.233,30.4,2.1,1,0,776,665,824
39085,Lake County,101144,65145,80925,100049,1.2329,32.7,2.9,1,0,2947,2603,2262
2649640,Ludington city,3706,2035,46411,57700,1.2328,42.5,2.6,0,0,-181,43,186
46049,Faulk County,862,534,57750,72115,1.2327,34.0,4.1,0,0,24,26,8
3678465,Washingtonville village,2131,1382,95313,122468,1.2327,34.5,0.6,1,0,41,-23,-27
48063,Camp County,4817,3220,58843,71847,1.2327,31.3,1.8,0,0,35,46,41
0648256,Mission Viejo city,32946,21281,136123,170181,1.2326,34.4,1.0,1,0,-531,213,235
18015,Carroll County,8085,5170,65645,81565,1.2326,32.7,3.3,1,0,202,300,289
5540775,La Crosse city,22965,13102,55866,68299,1.2326,25.1,17.8,1,0,524,1238,559
20171,Scott County,2289,1441,68839,79133,1.2326,26.5,10.6,0,0,116,151,158
1924600,Eldridge city,2826,2051,106316,136678,1.2326,27.4,0.0,0,0,39,22,44
42081,Lycoming County,46861,30125,63917,79365,1.2325,31.3,4.4,1,0,1171,1438,1317
54015,Clay County,2972,1760,42318,53989,1.2325,38.9,1.9,0,0,45,53,95
3957008,North Royalton city,13417,8821,83670,103567,1.2324,31.2,3.1,1,0,332,338,322
46129,Walworth County,2415,1573,65026,78391,1.2324,30.0,4.8,0,0,33,44,48
3440530,Linwood city,2609,1530,156354,187733,1.2324,40.6,0.8,1,0,14,17,-28
05043,Drew County,7196,4585,42824,53202,1.2324,29.0,7.3,0,0,21,208,272
51143,Pittsylvania County,25020,15035,54085,67205,1.2321,37.8,2.1,1,0,309,489,491
0671225,Shasta Lake city,4035,2398,67401,88071,1.2321,33.8,6.8,1,0,-41,0,46
2713168,Corcoran city,2766,1788,133423,166509,1.2321,35.4,0.0,0,0,-5,10,-6
4117700,Dallas city,6768,4062,71549,88380,1.2321,35.1,4.9,0,0,53,146,148
